53705,50735,50
53706,50736,50
53707,50737,50
53708,50738,50
53709,50739,50
53710,50740,50
53711,50741,50
53712,50742,50
53713,50743,50
53714,50744,50
53715,50745,50
53716,50746,50
53717,50747,50
53718,50748,50
53719,50749,50
53720,50750,50
53721,50751,50
53722,50752,50
53723,50753,50
53724,50754,50
53725,50755,50
53726,50756,50
53727,50757,50
53728,50758,50
53729,50759,50
53730,50760,50
53731,50761,50
53732,50762,50
53733,50763,50
53734,50764,50
53735,50765,50
53736,50766,50
53705,50735,100
53706,50736,100
53707,50737,100
53708,50738,100
53709,50739,100
53710,50740,100
53711,50741,100
53712,50742,100
53713,50743,100
53714,50744,100
53715,50745,100
53716,50746,100
53717,50747,100
53718,50748,100
53719,50749,100
53720,50750,100
53721,50751,100
53722,50752,100
53723,50753,100
53724,50754,100
53725,50755,100
53726,50756,100
53727,50757,100
53728,50758,100
53729,50759,100
53730,50760,100
53731,50761,100
53732,50762,100
53733,50763,100
53734,50764,100
53735,50765,100
53736,50766,100
53705,50735,150
53706,50736,150
53707,50737,150
53708,50738,150
53709,50739,150
53710,50740,150
53711,50741,150
53712,50742,150
53713,50743,150
53714,50744,150
53715,50745,150
53716,50746,150
53717,50747,150
53718,50748,150
53719,50749,150
53720,50750,150
53721,50751,150
53722,50752,150
53723,50753,150
53724,50754,150
53725,50755,150
53726,50756,150
53727,50757,150
53728,50758,150
53729,50759,150
53730,50760,150
53731,50761,150
53732,50762,150
53733,50763,150
53734,50764,150
53735,50765,150
53736,50766,150
53705,50735,200
53706,50736,200
53707,50737,200
53708,50738,200
53709,50739,200
53710,50740,200
53711,50741,200
53712,50742,200
53713,50743,200
53714,50744,200
53715,50745,200
53716,50746,200
53717,50747,200
53718,50748,200
53719,50749,200
53720,50750,200
53721,50751,200
53722,50752,200
53723,50753,200
53724,50754,200
53725,50755,200
53726,50756,200
53727,50757,200
53728,50758,200
53729,50759,200
53730,50760,200
53731,50761,200
53732,50762,200
53733,50763,200
53734,50764,200
53735,50765,200
53736,50766,200
53705,50735,250
53706,50736,250
53707,50737,250
53708,50738,250
53709,50739,250
53710,50740,250
53711,50741,250
53712,50742,250
53713,50743,250
53714,50744,250
53715,50745,250
53716,50746,250
53717,50747,250
53718,50748,250
53719,50749,250
53720,50750,250
53721,50751,250
53722,50752,250
53723,50753,250
53724,50754,250
53725,50755,250
53726,50756,250
53727,50757,250
53728,50758,250
53729,50759,250
53730,50760,250
53731,50761,250
53732,50762,250
53733,50763,250
53734,50764,250
53735,50765,250
53736,50766,250
53705,50735,300
53706,50736,300
53707,50737,300
53708,50738,300
53709,50739,300
53710,50740,300
53711,50741,300
53712,50742,300
53713,50743,300
53714,50744,300
53715,50745,300
53716,50746,300
53717,50747,300
53718,50748,300
53719,50749,300
53720,50750,300
53721,50751,300
53722,50752,300
53723,50753,300
53724,50754,300
53725,50755,300
53726,50756,300
53727,50757,300
53728,50758,300
53729,50759,300
53730,50760,300
53731,50761,300
53732,50762,300
53733,50763,300
53734,50764,300
53735,50765,300
53736,50766,300
53705,50735,350
53706,50736,350
53707,50737,350
53708,50738,350
53709,50739,350
53710,50740,350
53711,50741,350
53712,50742,350
53713,50743,350
53714,50744,350
53715,50745,350
53716,50746,350
53717,50747,350
53718,50748,350
53719,50749,350
53720,50750,350
53721,50751,350
53722,50752,350
53723,50753,350
53724,50754,350
53725,50755,350
53726,50756,350
53727,50757,350
53728,50758,350
53729,50759,350
53730,50760,350
53731,50761,350
53732,50762,350
53733,50763,350
53734,50764,350
53735,50765,350
53736,50766,350
53705,50735,400
53706,50736,400
53707,50737,400
53708,50738,400
53709,50739,400
53710,50740,400
53711,50741,400
53712,50742,400
53713,50743,400
53714,50744,400
53715,50745,400
53716,50746,400
53717,50747,400
53718,50748,400
53719,50749,400
53720,50750,400
53721,50751,400
53722,50752,400
53723,50753,400
53724,50754,400
53725,50755,400
53726,50756,400
53727,50757,400
53728,50758,400
53729,50759,400
53730,50760,400
53731,50761,400
53732,50762,400
53733,50763,400
53734,50764,400
53735,50765,400
53736,50766,400
53705,50735,450
53706,50736,450
53707,50737,450
53708,50738,450
53709,50739,450
53710,50740,450
53711,50741,450
53712,50742,450
53713,50743,450
53714,50744,450
53715,50745,450
53716,50746,450
53717,50747,450
53718,50748,450
53719,50749,450
53720,50750,450
53721,50751,450
53722,50752,450
53723,50753,450
53724,50754,450
53725,50755,450
53726,50756,450
53727,50757,450
53728,50758,450
53729,50759,450
53730,50760,450
53731,50761,450
53732,50762,450
53733,50763,450
53734,50764,450
53735,50765,450
53736,50766,450
53705,50735,500
53706,50736,500
53707,50737,500
53708,50738,500
53709,50739,500
53710,50740,500
53711,50741,500
53712,50742,500
53713,50743,500
53714,50744,500
53715,50745,500
53716,50746,500
53717,50747,500
53718,50748,500
53719,50749,500
53720,50750,500
53721,50751,500
53722,50752,500
53723,50753,500
53724,50754,500
53725,50755,500
53726,50756,500
53727,50757,500
53728,50758,500
53729,50759,500
53730,50760,500
53731,50761,500
53732,50762,500
53733,50763,500
53734,50764,500
53735,50765,500
53736,50766,500
53705,50735,550
53706,50736,550
53707,50737,550
53708,50738,550
53709,50739,550
53710,50740,550
53711,50741,550
53712,50742,550
53713,50743,550
53714,50744,550
53715,50745,550
53716,50746,550
53717,50747,550
53718,50748,550
53719,50749,550
53720,50750,550
53721,50751,550
53722,50752,550
53723,50753,550
53724,50754,550
53725,50755,550
53726,50756,550
53727,50757,550
53728,50758,550
53729,50759,550
53730,50760,550
53731,50761,550
53732,50762,550
53733,50763,550
53734,50764,550
53735,50765,550
53736,50766,550
53705,50735,600
53706,50736,600
53707,50737,600
53708,50738,600
53709,50739,600
53710,50740,600
53711,50741,600
53712,50742,600
53713,50743,600
53714,50744,600
53715,50745,600
53716,50746,600
53717,50747,600
53718,50748,600
53719,50749,600
53720,50750,600
53721,50751,600
53722,50752,600
53723,50753,600
53724,50754,600
53725,50755,600
53726,50756,600
53727,50757,600
53728,50758,600
53729,50759,600
53730,50760,600
53731,50761,600
53732,50762,600
53733,50763,600
53734,50764,600
53735,50765,600
53736,50766,600
53705,50735,650
53706,50736,650
53707,50737,650
53708,50738,650
53709,50739,650
53710,50740,650
53711,50741,650
53712,50742,650
53713,50743,650
53714,50744,650
53715,50745,650
53716,50746,650
53717,50747,650
53718,50748,650
53719,50749,650
53720,50750,650
53721,50751,650
53722,50752,650
53723,50753,650
53724,50754,650
53725,50755,650
53726,50756,650
53727,50757,650
53728,50758,650
53729,50759,650
53730,50760,650
53731,50761,650
53732,50762,650
53733,50763,650
53734,50764,650
53735,50765,650
53736,50766,650
53705,50735,700
53706,50736,700
53707,50737,700
53708,50738,700
53709,50739,700
53710,50740,700
53711,50741,700
53712,50742,700
53713,50743,700
53714,50744,700
53715,50745,700
53716,50746,700
53717,50747,700
53718,50748,700
53719,50749,700
53720,50750,700
53721,50751,700
53722,50752,700
53723,50753,700
53724,50754,700
53725,50755,700
53726,50756,700
53727,50757,700
53728,50758,700
53729,50759,700
53730,50760,700
53731,50761,700
53732,50762,700
53733,50763,700
53734,50764,700
53735,50765,700
53736,50766,700
53705,50735,750
53706,50736,750
53707,50737,750
53708,50738,750
53709,50739,750
53710,50740,750
53711,50741,750
53712,50742,750
53713,50743,750
53714,50744,750
53715,50745,750
53716,50746,750
53717,50747,750
53718,50748,750
53719,50749,750
53720,50750,750
53721,50751,750
53722,50752,750
53723,50753,750
53724,50754,750
53725,50755,750
53726,50756,750
53727,50757,750
53728,50758,750
53729,50759,750
53730,50760,750
53731,50761,750
53732,50762,750
53733,50763,750
53734,50764,750
53735,50765,750
53736,50766,750
53705,50735,800
53706,50736,800
53707,50737,800
53708,50738,800
53709,50739,800
53710,50740,800
53711,50741,800
53712,50742,800
53713,50743,800
53714,50744,800
53715,50745,800
53716,50746,800
53717,50747,800
53718,50748,800
53719,50749,800
53720,50750,800
53721,50751,800
53722,50752,800
53723,50753,800
53724,50754,800
53725,50755,800
53726,50756,800
53727,50757,800
53728,50758,800
53729,50759,800
53730,50760,800
53731,50761,800
53732,50762,800
53733,50763,800
53734,50764,800
53735,50765,800
53736,50766,800
53705,50735,850
53706,50736,850
53707,50737,850
53708,50738,850
53709,50739,850
53710,50740,850
53711,50741,850
53712,50742,850
53713,50743,850
53714,50744,850
53715,50745,850
53716,50746,850
53717,50747,850
53718,50748,850
53719,50749,850
53720,50750,850
53721,50751,850
53722,50752,850
53723,50753,850
53724,50754,850
53725,50755,850
53726,50756,850
53727,50757,850
53728,50758,850
53729,50759,850
53730,50760,850
53731,50761,850
53732,50762,850
53733,50763,850
53734,50764,850
53735,50765,850
53736,50766,850
53705,50735,900
53706,50736,900
53707,50737,900
53708,50738,900
53709,50739,900
53710,50740,900
53711,50741,900
53712,50742,900
53713,50743,900
53714,50744,900
53715,50745,900
53716,50746,900
53717,50747,900
53718,50748,900
53719,50749,900
53720,50750,900
53721,50751,900
53722,50752,900
53723,50753,900
53724,50754,900
53725,50755,900
53726,50756,900
53727,50757,900
